Transfer Institution,Transfer Crs,Title,BU Equiv Crs,Catalog Year
72835  Eastern Kentucky University,MUS  181,Beginning Theory I,MUSC 101,UG11
72835  Eastern Kentucky University,MUS  190,Introduction/Music Industry I,MUSC ELE,UG11
72835  Eastern Kentucky University,MUS  191,Introduction/Music Industry II,MUSC ELE,UG11
72835  Eastern Kentucky University,MUS  257,Guitar Ensemble,MUSE 135,UG11
72835  Eastern Kentucky University,NFA  201,Essentials of Nutrition,NURS 200,UG11
72835  Eastern Kentucky University,NSC  242,Communication In Nursing,NURS ELE,UG11
72835  Eastern Kentucky University,PHE  180,Lifetime Wellness,GEN. ELE,UG11
72835  Eastern Kentucky University,PHE  180,Lifetime Wellness,GEN. ELE,UG14
72835  Eastern Kentucky University,PHE  201,Foundations of Sport Science,GEN. ELE,UG12
72835  Eastern Kentucky University,PHI  110,Beginning Philosophy,PHIL 160,UG14
72835  Eastern Kentucky University,PHI  110,Beginning Philosophy,PHIL 160,UG11
72835  Eastern Kentucky University,PHI  130,Beginning Ethics,PHIL ELE,UG11
72835  Eastern Kentucky University,PHI  130,Beginning Ethics,PHIL ELE,UG14
72835  Eastern Kentucky University,PLS  330,Topics in Police Studies,GEN. ELU,UG12
72835  Eastern Kentucky University,PLS  416,Criminal Procedures,GEN. ELU,UG12
72835  Eastern Kentucky University,POL  101,Intro to American Government,P.S. 101,UG14
72835  Eastern Kentucky University,POL  101,Intro to American Government,P.S. 101,UG11
72835  Eastern Kentucky University,PSY  200,Introduction to Psychology,PSYC 103,UG11
72835  Eastern Kentucky University,PSY  202,Psych as a Social Science,PSYC 103,UG12
72835  Eastern Kentucky University,PSY  280,Lifespan Development Psych,PSYC 218,UG11
72835  Eastern Kentucky University,REL  301,World Religions,THEO 307,UG12
72835  Eastern Kentucky University,SOC  131,Introductory Sociology,SOC. 101,UG12
72835  Eastern Kentucky University,SOC  131,Introductory Sociology,SOC. 101,UG11
72835  Eastern Kentucky University,SOC  232,Intro Sociological Analysis,SOC. ELE,UG11
72835  Eastern Kentucky University,SOC  235,Social Problems,SOC. 201,UG11
72835  Eastern Kentucky University,SOC  313,Social Deviance,SOC. ELE,UG11
72835  Eastern Kentucky University,SPA  101,Conversational Spanish I,SPAN 101,UG11
72835  Eastern Kentucky University,SPA  101,Conversational Spanish I,SPAN 101,UG14
72835  Eastern Kentucky University,SPA  102,Conversational Spanish II,SPAN 102,UG13
72835  Eastern Kentucky University,STA  215,Intro to Statistical Reasoning,MATH 200,UG11
72835  Eastern Kentucky University,STA  215,Intro to Statistical Reasoning,MATH 205,UG11
89829  Eastern New Mexico University,EMGT 400,Emergency Preparadness,GEN. ELE,UG12
89829  Eastern New Mexico University,NURS 312,Global Health Care,GEN. ELE,UG12
89847  Eastern Washington University,AAST 216,20th Cent African Amer History,HIST ELE,UG12
89847  Eastern Washington University,AAST 315,African History,GEN. ELE,UG12
89847  Eastern Washington University,ANTH 101,Cultural Anthropology,ANTH 111,UG12
89847  Eastern Washington University,BIOL 232,Human A&P Non-Biol Majors,BIOL 108,UG12
89847  Eastern Washington University,BIOL 233,Human A&P non-Biol Majors,BIOL 109,UG12
89847  Eastern Washington University,BIOL 234,Human A&P non-biol majors,BIOL ELE,UG12
89847  Eastern Washington University,CHEM 161,Gen Chem for Health Sciences,CHEM 214,UG12
89847  Eastern Washington University,CHEM 162,Org Chem Health Sci,CHEM 214,UG12
89847  Eastern Washington University,CPLA 101,Computer Literacy II,C.S. ELE,UG12
89847  Eastern Washington University,CPLA 101,Gen Chem for Health Sciences,CHEM 214,UG12
89847  Eastern Washington University,CSBS 320,Introductory Statistics,MATH 205,UG12
89847  Eastern Washington University,ENGL 101,Coll Comp: Expositn & Argumnt,ENGL 101,UG12
89847  Eastern Washington University,ENGL 170,Intro to Literature,ENGL GER,UG12
89847  Eastern Washington University,ENGL 201,Coll Comp: Analysis/Res/Docmnt,ENGL ELE,UG12
89847  Eastern Washington University,FREN 101,First-Year French I,FREN 101,UG12
89847  Eastern Washington University,GOVT 100,Modern Govt in Amer Context,P.S. ELE,UG12
89847  Eastern Washington University,PHIL 212,Intro Ethics,PHIL 301,UG12
89847  Eastern Washington University,PSYC 100,General Psychology,PSYC 103,UG12
89847  Eastern Washington University,SOCI 101,Intro to Sociology,SOC. 101,UG12
95250  Eastfield College,ARTS1301,Art Apprec,ART. GER,UG11
95250  Eastfield College,ARTS2326,Sculpture I,ART. GER,UG11
95250  Eastfield College,ARTS2327,Sculpture II,ART. GER,UG11
95250  Eastfield College,BIOL1406,Biology for Science Majors I,BIOL 130,UG11
95250  Eastfield College,BIOL1407,Biology for Science Majors II,BIOL 140,UG11
95250  Eastfield College,ECON2301,Prin Econ,ECON 110,UG11
95250  Eastfield College,PHED1134,Lifetime Fitness & Wellness II,GEN. ELE,UG11
95250  Eastfield College,PHED1164,Lifetime Fitness & Wellness,GEN. ELE,UG11
95250  Eastfield College,PSYC2301,General Psychology,PSYC 103,UG11
81379  Edinboro University of Pennsylva,MATH 105,College Algebra,MATH 105,UG11
94781  Edison State College,ARH 1000,Art Appreciation,ART. CRL,UG11
94781  Edison State College,CGS 1100,Micro Comp Skill,C.S. 116,UG11
94781  Edison State College,CHD 1134,Mgmt of Early Childhood,EDUC 309,UG11
94781  Edison State College,CHD 1135,Understanding Young Ch,EDUC 220,UG11
94781  Edison State College,DEP 2004,Human Growth and Devel,PSYC 218,UG11
94781  Edison State College,EDF 2005,Introduction To Educat,EDUC 200,UG11
94781  Edison State College,EDG 2701,Teaching Diverse Popul,EDUC ELE,UG11
94781  Edison State College,EEC 1000,Foundations in Early C,EDUC 102,UG11
94781  Edison State College,EME 2040,Intro To Educational T,EDUC 116,UG11
94781  Edison State College,ENC 1101,Composition I,ENGL 101,UG11
94781  Edison State College,ENC 1102,Composition II,ENGL ELE,UG11
94781  Edison State College,HUM 2510,Humanities Thru the Ar,HUM. ELE,UG11
94781  Edison State College,MAC 1105,College Algebra,MATH 105,UG11
94781  Edison State College,PHI 2010,Intro To Philos,PHIL 160,UG11
94781  Edison State College,PSY 2012,General Psychology,PSYC 103,UG11
94781  Edison State College,REL 2300,World Religions,THEO ELE,UG11
94781  Edison State College,SPC 1600,Fund Speech Comm,COMM 103,UG11
94781  Edison State College,STA 2023,Introduction To Statis,MATH 205,UG11
94781  Edison State College,WOH 1030,Hist of World Civil,HIST 116,UG11
72828  Edison State Community College,BIO  125,Anatomy & Phys I,BIOL 108,UG11
72828  Edison State Community College,CIT  110,Personal Comput AP,C.S. 116,UG11
72828  Edison State Community College,ECO  221,Prin Microeconomics,ECON 111,UG11
72828  Edison State Community College,ENG  121,Composition I,ENGL 101,UG11
72828  Edison State Community College,ENG  122,Composition II,ENGL ELE,UG12
72828  Edison State Community College,ENG  221,American Lit I,ENGL 207,UG11
72828  Edison State Community College,ENG  222,American Lit II,ENGL 208,UG11
72828  Edison State Community College,ENG  229,Creative Writing,ENGL ELE,UG11
72828  Edison State Community College,HST  125,West Civ to 1715,HIST 116,UG11
72828  Edison State Community College,HUM  121,Intro to Humanities,HUM. ELE,UG11
72828  Edison State Community College,LEP  111,Into Law Enfor/Cr,GEN. ELE,UG11
72828  Edison State Community College,MUS  127,Mus World Phenomen,MUSC GER,UG11
72828  Edison State Community College,PLS  121,American Natl Govt,P.S. 101,UG11
72828  Edison State Community College,PSY  121,Into to Psychology,PSYC 103,UG11
72828  Edison State Community College,SOC  121,Intro to Sociology,SOC. 101,UG11
72828  Edison State Community College,SPE  121,Fund-Communication,COMM 103,UG11
867809  Edith Cowan University,EBH 1101,Human Anatomy,BIOL 108,UG14
867809  Edith Cowan University,NUT 1112,Nutrition and Public Health,NURS 200,UG14
867809  Edith Cowan University,PSY 1102,Research Methods in Psychology I,PSYC 209,UG14
867809  Edith Cowan University,PSY 1204,Social Determinants of Behaviour,PSYC 317,UG14
867809  Edith Cowan University,PSY 2301,Learning and Motivation,PSYC 230,UG14
867809  Edith Cowan University,PSY 2305,Individual Differences,PSYC 208,UG14
867809  Edith Cowan University,PSY 3343,Abnormal Psychology,PSYC 304,UG14
95251  El Paso Community College,ENGL1301,Expository English Comp,ENGL 101,UG14
95251  El Paso Community College,ENGL1302,Research Writ/ Literacy Analy,ENGL ELE,UG14
72928  Elizabethtown Community & Techni,AHS  115,Medical Terminology,GEN. ELE,UG14
72928  Elizabethtown Community & Techni,ANT  220,Intro to Cultural Anthropology,ANTH 111,UG11
72928  Elizabethtown Community & Techni,ART  100,Intro to Art,ART. GER,UG12
72928  Elizabethtown Community & Techni,ART  100,Intro to Art,ART. GER,UG14
72928  Elizabethtown Community & Techni,ART  100,Intro to Art,ART. GER,UG15
72928  Elizabethtown Community & Techni,BAS  160,Introduction to Business,B.A. 103,UG14
72928  Elizabethtown Community & Techni,BIO  110,Intro Hum Bio Hlt,BIOL ELE,UG12
72928  Elizabethtown Community & Techni,BIO  112,Introduction to Biology,BIOL ELE,UG14
72928  Elizabethtown Community & Techni,BIO  112,Introduction to Biology,BIOL ELE,UG11
72928  Elizabethtown Community & Techni,BIO  135,Basic Anatomy/Physiology w/lab,BIOL 108,UG14
72928  Elizabethtown Community & Techni,BIO  137,Human Anatomy & Physiology I,BIOL 108,UG12
72928  Elizabethtown Community & Techni,BIO  137,Human Anatomy & Physiology I,BIOL 108,UG14
